text,vader_score,textblob_score,roberta_score,bert_score,cnn_score,lstm_score,svm_score,hybrid_score,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,hybrid_sentiment
"This is one amazing phone. The specs on this phone kicks ass any day. The prices om phones these days are horrible but this one was definitely reasonable Pricing and with it, great specs.Edit: OnePlus releases some shitty updates recently to the os, couple things keep breaking. They also added some dumb features which make things harder to get to. This along with an issue which seems constant amongst OnePlus devices where you can hear others in a call but they can't hear you... This is still a decent phone, but definitely won't buy it again.",0.3182,0.029166666666666674,0.007083714008331299,0.04946206510066986,0.433225154876709,0.3094775676727295,0.13625459045217758,0.10803340724556909,Positive,Neutral,Neutral,Neutral,Negative,Negative,Positive,Positive
"Tank of a phone, never failed me, it does everything i ask of it, no regrets of buying it",0.5875,0.15,0.07588706817477942,0.00031459564343094826,0.6488662958145142,0.7233284711837769,0.6962521395371005,0.30199076067106223,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"I've just had the phone for one week, but I love it. The battery lasts much longer than other phones I have used. It was easy to set up.",0.8922,0.2520833333333333,0.00783887435682118,0.0037498821038752794,0.6666131019592285,0.7233147621154785,0.9395024076161841,0.4190748994820428,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Very comfortable to use a bigger hands like mine, but has a built in feature that lets you pull apps down from the corners of you can't reach them, which is really useful for smaller hands. Pictures look good and the zoom is INCREDIBLE for photos and videos. Good user interface, though missing some features from other major Android phones.Overall, great phone",0.9646,0.2918287037037037,0.016799248289316893,0.003458218416199088,0.6625590324401855,0.7221429347991943,0.8667531989701148,0.42868787387586693,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
Blazing fast. I can play the latest games and watch videos on this beautiful phone. The games play at their absolute best and older games can shine with the features added to optimize gameplay and graphics. Charging is phenomenal and battery life has exceeded my expectations. I can even expand my RAM even further than the 16 GB in the phone by using my SSD space. I would recommend this phone for those who want a blazing fast experience at a great cost.,0.9777,0.4416666666666667,0.008352575940079987,0.0003158807521685958,0.5620025396347046,0.6841331720352173,0.8815533250648824,0.4619176896847595,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"La entrega del móvil fue rápida, recibí el equipo en buenas condiciones como esperaba",0.0,0.0,0.8183102607727051,0.007601471152156591,0.6853339672088623,0.7233289480209351,0.9262107616875279,0.35042449872247794,Neutral,Neutral,Positive,Neutral,Positive,Positive,Positive,Positive
Battery drains fast. If you're not troubled by that it has a lot of nice features. I returned it.,0.6463,0.35000000000000003,0.1710042804479599,0.430058091878891,0.6199702024459839,0.7233282327651978,0.9598264013919199,0.5114377547437542,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"For 500 less than the iPhone pro Max,OnePlus12 is almost as good and excels it in many ways.  I upgraded from a OnePlus 7t Maclaren I have had since 2018..that was (previously) the best phone I ever had..now, this is.  The picture quality is amazing and the 80w fast charging from 0 to 100percent in 30minutes absolutely amazing.  The watch2, I purchased with this and it is great as are the new earbuds..color 💚 green is amazing..the snapdragon OS and Oxygen android update fixes any and all issues previously such as android Auto disconnects..Absolutely best phone for the money..one charge lasts more than 2 days!!💞💞💞",0.9933,0.39307359307359313,0.007865654537454247,0.006255041342228651,0.5474503040313721,0.27873754501342773,0.9253351410131456,0.46516588599328434,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
"It has great battery life. I've forgotten to charge it a couple times and been fine. It has good sound. Is has a good display, though the glare is quite bad. It came with a plastic cover on the display and I have not taken that off, so that might be the cause of the glare? It also doesn't really get bright enough for using it in the sun. I've not had any problems with it, which says a lot for the price point. I use it to listen to spotify and it has great sound for a handheld device.",0.8675,0.4015151515151516,0.08971859142184258,0.14039555191993713,0.40334057807922363,0.49701714515686035,0.8058425972008099,0.46099437841154833,Positive,Positive,Neutral,Positive,Negative,Neutral,Positive,Positive
"I am a nerd. I own almost every foldable and phone out there. This foldable is by far the best phone that I have ever had with the exception that it is not dust protected. That is the only reason that I have it accepting Wi-Fi Hotspot from my daily driver S23 Ultra because I do need something that can withstand the elements. Update: Had to factory reset due to constant random resetting during WiFi calls and other tasks. Also found brick dead twice. After reset, no issues, yet. I'll give it a few more days. Update 2: Even after the factory reset, and a few hopeful days using everything else I like about the phone, it started to randomly reboot. This is a deal breaker. Edit Dec 25: I updated the software; crossing fingers that there's no more random reboots. Last edit: 1 star. When only WiFi is on the phone, no data carrier, loss of WiFi signal, causes phone to sporadically reset/restart, no matter what you're doing, even if on a WiFi meeting. Down to 1 star and ""Do Not Buy"" without good warranty status. You'll need the warranty. Reset 3 times back to back today, even after factory reset and all updates applied.",-0.3048,0.006565656565656567,0.12097831442952156,-0.24989156424999237,0.36864209175109863,0.04973292350769043,-0.30612517639355363,-0.14665455392967358,Negative,Neutral,Positive,Negative,Negative,Negative,Negative,Negative
"I bought this after my dad bought one and I helped him set it up and saw how amazing it performed. My dad returned his to get a new iphone because he wanted to stay with his familiar apple.. So a month later. I bought one, and let me tell ya somethin'. Don't think of it as ""cheap""... This bad boy performs like nothing else.. I don't care about load time for apps or how long it takes to turn on/restart. That's highly irrelevant. Overall use and performance is what matters. This thing is a powerhouse! 8core, 8gb ram... Expandable to 1tb sd card... Yeah. this thing has mass power.. I've used apps known to heat up and over heat phones as my performance test and this thing didn't get warm in the slightest. I also love that you can allocate unused space out of your 128gb to help the ram perform cleaner and more efficiently...I absolutely love this phone.. I love how it feels in the hands. has more freedom to customize than most ""android"" based OS's. you can actually delete apps you don't want and disable ones that don't delete..I'm very happy with this purchase and with its specs. I'm sure itll last years.. unless I break it for some reason.. I'm not the most careful person..",0.9671,0.26188016528925623,0.13008615747094154,-0.14703255891799927,0.4030759334564209,0.4244053363800049,0.9385516492348361,0.4301170826154069,Positive,Positive,Positive,Negative,Negative,Negative,Positive,Positive
"The main problem with all of my previous OnePlus phones always had to do with the battery life being pretty awful. This new OnePlus 12 phone has an shockingly long-lasting, even quicker charging battery than any other smartphone… period!",-0.5411,-0.2528409090909091,0.09126250445842743,0.41208645701408386,0.6425319910049438,0.7232768535614014,0.6605067576042314,0.07398296199716671,Negative,Negative,Neutral,Positive,Positive,Positive,Positive,Neutral
"The closed screen is easily usable 1 handed, which is more convenient than my old Galaxy Note 20 Ultra 5G.  The open screen is great for work, especially emails or spreadsheets.  The camera is amazing.  The battery lasts all day with heavy use.  The only thing I thought I would miss is the stylus, but I have quickly forgotten about it as the open screen more than makes up for the niche use of it.  The speakers put out great quality sound.  For hundreds of dollars less than the Z Fold 6 this is easily the best foldable you can buy right now, and an unbelievable value.",0.97,0.27345238095238095,0.011384669225662947,0.002659942489117384,0.47805237770080566,0.43144702911376953,0.8752260201084325,0.4265446025551188,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
"I like the phone.  It's the 3rd oneplus that I've had.  It's a good phone.  The only two big downsides I had for this phone when comparing to Apple and Samsung is that 1) the facial recognition is pretty poor.  it's just random when it decides to work or not, and if it's dark or anything at all around your face you can pretty much forget it.  2) the camera quality is pretty bad.  Luckily for me, I don't take a lot of photos so it doesn't bother me that much, but I would really have liked something that would at least look similar to an iphone's capability 10 years ago.",0.8798,0.04912280701754386,0.3581196665763855,0.03604472381994128,0.36292576789855957,0.1514054536819458,0.5948522531112126,0.3835878901050166,Positive,Neutral,Positive,Neutral,Negative,Negative,Positive,Positive
"As long as you have your APN settings right, it will work with Verizon, most people are just technology illiterate and blame the phone instead of there own ignorance.",-0.5994,0.33392857142857146,-0.5240352749824524,-0.3410872220993042,0.5669959783554077,0.7233208417892456,0.3989027806003249,-0.14633822901057209,Negative,Positive,Negative,Negative,Positive,Positive,Positive,Negative
I got rid of my one plus 8 phone because I thought it was defective. I had to reboot the phone every once a while when I wanted to make a call. If you tried to make a call they can hear you but you cannot hear the other person. I still liked the phone for all the other features. so I upgraded to a BRAND NEW one plus 9 (the 8 was a used one) BUT after a week or two of having it.. THE SAME F******** thing happens.. I try to call and I cannot hear the other person so I HAVE TO REBOOT just like the old phone.. I WILL RETURN THIS PHONE and NEVER NEVER get a ONE PLUS AGAIN. I think I try the Google Pixel (? version ?) I have heard lots of good things about that phone.,0.8809,0.14517045454545452,-0.5287727117538452,-0.6164106726646423,0.282642126083374,-0.15245234966278076,-0.2684896898167304,-0.07752052393795268,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral
"This phone is great! Folded you get a standard size screen for normal use, unfolded and you get about twice the screen for multitasking work or game on a bigger screen. Only issue I have is the screen protector on the cover screen due to fingerprints and dusts.",0.6588,0.08928571428571427,0.04287249036133289,0.007907005026936531,0.683881402015686,0.7231944799423218,0.6609505658676909,0.2919631551083349,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive,Positive
"I bought this phone because physically it has features I want but there is also the OS OxygenOS so this is my thoughts on both.I wanted an unlocked phone that works with TracFone. I wanted NFC, minimum of 128gb storage plus the ability to use my micro sd, 5g though 5g was not a deal breaker. As I looked I became aware a 3.5 headphone jack is rarely available on most new phones and I use that daily and it's available on the N30.I had no problems activating the phone and transferring my TracFone service, I used a TracFone sim and the menu available on the TracFone website. The phone functions well everything I was looking for. It does have one physical drawback in my mind and that is the location of the volume keys. The power is on the right and volume on the left and it's easy trying to change the volume to press the power at the same time. In OxygenOS the power button and volume down key activate the power menu to restart or power off and it's easy to press both unintentionally. The battery I'm happy with only charging once a day with the supplied charging block and cable. It will quick charge in about 20 minutes. Overall I am please with the device. The sound is wonderful, the camera good but the interface is different then I previously had. I work from home and use wifi calling without an issue.The OxygenOS is the other part, I have adjusted to most of the differences but it's not what I view as my OS of choice. An example the phone would go to sleep while I was looking at it, I looked for a setting to keep focus while I was looking at the screen but for the life of me I couldn't find an obvious named setting. I continued looking and I have changed so focus stays on but trying so many things I can't tell you which setting changed it. I use Niagra launcher and it makes a change in OS less dramatic. There are two apps I have been unable to uninstall, “Red Cable Club” and the “OneplusClock” I prefer the Google clock I’ve been using for years.I would buy this phone again, it has all the features I was looking for and some of those are being eliminated in new phones.",0.9759,0.17827115694762752,0.24776326678693295,0.09395625442266464,0.4746568202972412,0.35907745361328125,0.4132196431464329,0.3818220642607316,Positive,Positive,Positive,Neutral,Neutral,Negative,Positive,Positive
"My daughter got one of these one plus phones and she really likes hers . She got the pro and I don't like rounded screens , so she talked me into the one plus 9 because it has a flat screen. I've had it a week now and it is a very nice phone. After my husband got a hold of it he was jealous so I ordered him one for Father's day . It came fast and set up was easy too.",0.6093,0.31766666666666665,0.019435539608821273,0.02282298356294632,0.5989084243774414,0.705394983291626,0.5536382532935502,0.3045726886263969,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
Phone has the slowest WiFi speeds I've ever seen on a phone. Doesn't even recognize WiFi 6 and rarely sees WiFi 5. No wireless charging. Finicky when plugged into my PC. When outside my Pixel 7 is brighter than this phone. Finger print reader works fairly well. Fast charging is great.,0.765,0.4,0.11547533422708511,0.0821063220500946,0.6749844551086426,0.7232010364532471,0.6973383221669092,0.41198399568881783,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
Had it for 2 months and the screen broke for no reason I didn't drop it or anything I was playing a game I closed it and opened it back up and it was broken now I have to wait 5 to 7 business day while I get it fixed I connected OnePlus and they are useless in short never settle for OnePlus,-0.8067,-0.18571428571428572,-0.9395962357521057,-0.7987589240074158,0.6743488311767578,0.721534013748169,-0.2414029080329659,-0.5944344707013547,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative
"Loved the phone coming from Samsung Fold 4.Good: bThe outer screen in great, the camera is top notch.Bad:  Some Apps have to be reinstalled over and over (Best Buy) because of interface issues.  The inner screen isn't as fluid as the Samsung Flex Mode.  You will love the initial use until your apps will not load.  The android use with your automobile will be funky so don't expect smooth issues.  During the auto mode the Bluetooth will keep initiating, even if you turn it off.  Will turn itself back on.  Smh",0.9607,0.39,0.11417195200920105,0.050582924857735634,0.4929165840148926,0.5645434856414795,0.7516027191623158,0.4534115192058506,Positive,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive
"Good, solid, speedy all around phone. The only issue with it is the curved screen. Too many accidental touches.",0.4939,0.3,0.19957764446735382,0.003541157813742757,0.6203093528747559,0.7233283519744873,0.7003260886686675,0.3394689781899528,Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Positive
Why advertize 1 day shipping if they can't deliver on-time? How hard is this? The phone itself works great,0.6199,0.25416666666666665,0.09209302067756653,0.007020972669124603,0.6334202289581299,0.7233279943466187,0.6478080583059084,0.32419774366385323,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
My Nord N30 I bought used in good condition and it's a great phone. Haven't had any issues.,0.7906,0.75,0.019333217525854707,0.0010543335229158401,0.6352064609527588,0.7233266830444336,0.7659717943477081,0.4653918690792957,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
Great device,0.6249,0.8,0.07259364519268274,0.00015491480007767677,0.6621003150939941,0.723330020904541,0.9690265826294645,0.493335028524445,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"Was very worried whether I could get a provider, because I was with Straight Talk with my last phone and I couldn't find information that Straight Talk worked on this OnePlus 11 phone. I went from an A51 Samsung Galaxy phone to the US Factory OnePlus 11.  I took the Sim card out of the Samsung and put it in the OnePlus 11 and I had service right away.I know I couldn't keep the new phone on the old Sim, so I went to get a new Sim Card, but ended up buying a Simple Mobile SIM card which is a sister company to Straight Talk. Had to call into Simple Mobile to set it up though.  It would not just setup. However, when I called customer service and they sent me codes, they asked me questions, such as ""what is your pin"", etc. and I couldn't answer them because I was not setup with Simple Mobile.  I kept saying I am not getting codes from Simple Mobile and I haven't setup security questions with Simple Mobile.  Later during the conversation I noticed I was getting messages from Straight Talk.  I then found out the same people I was speaking with work for both  Straight Talk and Simple Mobile. So, my codes were in another email address I set up for Straight Talk.  The security questions they asked me that I couldn't answer, were actually the Security Questions I setup in Straight Talk.  Was confusing.Want people to know, I just did not want to order a SIM from Amazon or Straight Talk and wait a few days to get it. That is the only reason I didn't set it up with Straight Talk. The IMIE number did work with Straight Talk. I tried it also with Google Fi and Verizon.  Verizon actually recognized the ESIM as well. So, I was surprised. So, my answer to, ""Will this phone work with Straight Talk?"" Yes it will and it also works with Simple Mobile.I bought the Simple Mobile Bring your Own Phone 4G LTE and 5G Sim Card. It was $1.00.  But they charged me another .55 cents for 911 emergency fee for the Sim Card.  When I signed up with Simple Mobile to be my actual provider, I noticed I am charged again .55 cents for 911 emergency fee?The look is different then what is in the pictures.  It is not a dark green.  In fact it is sort of a light blue green.  It is very nice looking and a wonderful surprise. I would say it is more of a marine blue. Laying down with a clear cover on the back of it. It is a light green/gray color.How fast it charges is amazing.  15 to 20 minutes and it is fully charged. Love it!It was very easy to setup.  I used the Google backup method, by backing up my old phone to Google Drive and then uploading from Google Drive to the new phone.  All my apps were setup automatically. I just had to put in my internet credentials and email credentials and I was all set.One thing I noticed was I couldn't shut the phone off. Apparently you press the power button on the right and have to hold the volumn up on the left at the same time to get the power option to shut it off. I didn't like that...so I went into Settings and went to Additional Settings and went to Power Button Menu and then to the Press and hold the power button menu and checked off the Power Menu instead of the Voice Assistant.Now all I have to do is press the right hand button and hold it and I get the Power off menu.  I did this because everytime I went to power down the phone by using the right power button, the Google Voice Assistant popped up.  Couldn't stand it, so I changed that button to just be Power on and off by doing the above.I know I read previous reviews stating this problem, but I don't think anyone said how to change it. So, this is for people like me, who don't want the google assistant coming up when they are trying to shut their phone off.I will try setting it up with my car next, but I really don't expect any problems. The service has been good so far and am not having any problems with text, voice or data.I didn't like the lock screen clock. It was weird as it separated vertically the hour and the minutes.  I was able to change that by going to Settings, then Wallpapers & Style, then menu option: always on Display and then changing the clock.  There are not a lot of options there.  But, maybe I can download something on Google Play.So, far very happy customer.Update:  Works with Android Auto. Set it up in my car with no problem.  Was tricky as I didn't understand what I was doing. Plugged it into my USB port in the car and plugged the other end of cord to the phone.  Went to menu in car and put on BT Pairing and went to my phone and swiped down to get Bluetooth.  It said available devices and gave me some sort of at numbers and letters that had no sense to it one way or another and I pressed that on the phone and then pressed BT pairing on the car menu and I then saw Car Audio and it asked me if I wanted to pair or accept that, so I pressed yes.  Called someone and it came over my car radio which was perfect.  Make sure car is on when you do all of this and it does say to have it in park.  I don't think it mattered in my case.  I have an older 2015 car and it worked fine.  I got calls in and they also went out.  Perfect!  The google mapping worked perfectly on my phone giving me direction by direction.Bought a second US Factory OnePlus 11 5GB for my husband and setup Android Auto and it gives us google mapping on his car dashboard with no problems.",0.9985,0.18591806567416327,-0.5081252455711365,0.3414628207683563,0.49836814403533936,0.2599813938140869,0.025607040827209326,0.20867253633971852,Positive,Positive,Negative,Positive,Neutral,Negative,Neutral,Positive
"This OnePlus 12R is the best phone I have ever owned. I had purchased a Pixel 7 after my iPhone started giving me grief, and the battery was draining quickly. The Pixel 7 had issues, so I purchased an off brand phone, which had to be returned as well as the Moto G Stylus 5G I purchased.I couldn't decide between the OnePlus 12 and the OnePlus 12R, but I went with the 12R since it was more than $200 less. I'm not sorry.This phone charges quickly, the battery is long-lived, and the screen is extremely responsive even with a screen protector. It also takes awesome photos.I highly recommend it to everyone. And it sure beats paying $1500 for a new iPhone.",0.968,0.2610330578512397,0.0246324110776186,-6.104586645960808e-06,0.40200817584991455,0.497143030166626,0.9617534287180715,0.44308255861205675,Positive,Positive,Neutral,Neutral,Negative,Neutral,Positive,Positive
"Disclaimer: I use this phone mainly to talk, text and peruse social media.  I don't do too many live videos or take a ton of photos.This phone does a great job in everything although it's really not a master in anything outside of battery life and charging options.  I get a full day out of this phone easily.  Usually around the 1 day, 3 to 5 hour mark before I charge each day.  I usually charge when the phone gets between 20-25%.  I can leave my house at 35% or even go to bed at 15% and never worry about running out of juice.  And even if I'm low on juice, I can charge this phone from 20-100% in about 25 minutes.  I am amazed at how I can put this phone on the charger and in just a matter of 5 minutes I've gained about 20% of power.  Even when using a USB charger, it's still pretty fast.  Wireless charging is about average.  That is the phone's biggest strength.As far as talking goes, it has a good quality sound.  Coming from a Samsung 20 FE (Verizon service), I found myself missing a call now and then (goes straight to voicemail) or drops in audio when I took calls at home.  I've yet to have a problem with the OnePlus, so I'm guessing the internal anntenna is better because I'm still with Verizon.There are a lot of audio playback options available (Dolby Atmos, Spatial, etc.) and I haven't tried them all out yet, but the speakerphone sounds loud and crisp.  However, when I connect to a Bluetooth speaker or in my car's audio system, the volume tends to be lower.  I have to really crank up the volume in my car or max out my Bluetooth speaker to hear clearly.  However, maybe there's an option I'm missing in the settings that would help me.And there are a ton of options in the settings!  It can be overwhelming to someone who isn't tech-saavy, but it's not as bad as it looks.  Most of the settings are basic on the surface, but if you go into the sub-menus then it will get more advanced.  But you can control things to enhance the already superior battery life to changing your refresh rate for smoother scrolling.  Just about everything else is typical Android stuff, but OnePlus has some nice features of its own with the Floating Window and One-Hand Scrolling.The phone needs a case.  It's not easy to this phone even with both hands.  I wouldn't advise anyone try it unless they have pretty big hands.  It will probably drop as you are texting.  But that's not a deal-breaker because cases are inexpensive.The media on this phone is smooth.  It looks really good and there are options to tweak it even more.  Someone who is an avid TikTok or IG fan will be at home with this phone.  The camera takes amazing photos.  Unfortuantely, I haven't been on vacation yet to give it a real try, but what I've taken so far are very nice.  Definitely a little clearer and more realistic than my Samsung 20 FE.  Recording video is pretty impressive, too, but I've yet to do a live or video call.Anyone who pays almost double for an iPhone or Samsung is really just seeking the brand.  Yes, those phones may have a few more bells and whistles with A.I. and they may have slightly (arguably) better cameras.  But if those phones are a 10 on a scale of 1-10 then the OnePlus is a 9.  And it is much, much more inexpensive to the point that you could probably get two of these for the price of an iPhone or Galaxy 24.",0.9966,0.22757203179334323,0.09275259729474783,0.06967990845441818,0.4642432928085327,0.24003076553344727,0.8346848237692519,0.4442578722623522,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
"I've never used a phone cover on my phones.  But within a month, this phone has somehow gotten a bigger (although superficial) scratch than I ever had on my older phones.  So I have to conclude the glass isn't as scratch resistant as I would expect from a good phone.",0.5927,0.28888888888888886,-0.5884816646575928,0.3959014117717743,0.6714863777160645,0.7227779626846313,0.5087071239792655,0.23954315199646717,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive
